
########################
2024-08-04 12:26:43
2024-08-04 12:26:43,    99,   3,   0,   0,  51,   1
2024-08-04 12:26:44,    97,   3,   0,   0,  49,   1
2024-08-04 12:26:45,    98,   3,   0,   0,  50,   1
2024-08-04 12:26:46,    99,   3,   0,   0,  51,   1
2024-08-04 12:26:47,    97,   3,   0,   0,  49,   1
2024-08-04 12:26:48,    98,   3,   0,   0,  50,   1
2024-08-04 12:26:49,    99,   3,   0,   0,  51,   1
2024-08-04 12:26:50,    97,   3,   0,   0,  49,   1
2024-08-04 12:26:51,    98,   3,   0,   0,  50,   1
2024-08-04 12:26:52,    99,   3,   0,   0,  51,   1
2024-08-04 12:26:53,    97,   3,   0,   0,  49,   1
2024-08-04 12:26:54,    98,   3,   0,   0,  50,   1
2024-08-04 12:26:55,    99,   3,   0,   0,  51,   1
2024-08-04 12:26:56,    97,   3,   0,   0,  49,   1
2024-08-04 12:26:57,    98,   3,   0,   0,  50,   1
2024-08-04 12:26:58,    99,   3,   0,   0,  51,   1
2024-08-04 12:26:59,    97,   3,   0,   0,  49,   1
2024-08-04 12:27:00,    98,   3,   0,   0,  50,   1
2024-08-04 12:27:01,    99,   3,   0,   0,  51,   1
2024-08-04 12:27:02,    97,   3,   0,   0,  49,   1
2024-08-04 12:27:03,    98,   3,   0,   0,  50,   1
2024-08-04 12:27:04,    99,   3,   0,   0,  51,   1
